Brooks, Kentucky	Census-designated places in Kentucky, Bullitt County, Kentucky
Lorna Laidlaw	1963 births, Living people, English television actors, English television presenters, Actors from Birmingham
Mayen-Koblenz	Districts of Rhineland-Palatinate
Mecklenburgische Seenplatte (district)	Districts of Mecklenburg-Vorpommern
Williams, California	Cities in California, Colusa County, California
Pat Phoenix	1923 births, 1986 deaths, Cancer deaths in the United Kingdom, Deaths from lung cancer, English Roman Catholics, English movie actors, English television actors
Segeberg	Districts of Schleswig-Holstein
Plön (district)	Districts of Schleswig-Holstein
Alessandra Mussolini	1962 births, Feminists, Italian Roman Catholics, Italian models, Italian movie actors, Italian physicians, Italian politicians, Italian singers, Italian television actors, Living people, Members of the European Parliament, Politicians from Rome
Garrard County, Kentucky	1790s establishments in Kentucky, 1796 establishments in the United States, Kentucky counties
Neuwied (district)	Districts of Rhineland-Palatinate
Rhein-Hunsrück-Kreis	Districts of Rhineland-Palatinate
Freiburg Government Region	Government regions of Germany, Geography of Baden-Württemberg
Tübingen Government Region	Government regions of Germany, Geography of Baden-Württemberg
Camptonville, California	Census-designated places in California, Settlements in Yuba County, California
Rackerby, California	Census-designated places in California, Settlements in Butte County, California, Settlements in Yuba County, California
Lumpkin, California	Unincorporated communities in California, Settlements in Butte County, California
Durham, California	Census-designated places in California, Settlements in Butte County, California
Rhein-Lahn-Kreis	Districts of Rhineland-Palatinate
Vulkaneifel	Districts of Rhineland-Palatinate
Südliche Weinstraße	Districts of Rhineland-Palatinate
Butte Creek Canyon, California	Census-designated places in California, Unincorporated communities in California, Settlements in Butte County, California
Khalid (singer)	Hip hop musicians, Living people, Singers from Georgia (U.S. state)
Giuliana De Sio	1957 births, Italian movie actors, Italian television actors, Living people
Johannes B. Kerner	1964 births, Living people, People from Bonn, German television presenters
Raphaël Gérard	1968 births, Living people, French politicians, French LGBT people, Gay men
Rhein-Pfalz-Kreis	Districts of Rhineland-Palatinate
Alexander Graf Lambsdorff	1966 births, Living people, Former MEPs, MEPs for Germany, People from Cologne
Alessandro Tambellini	Living people, 1955 births, Mayors, Italian politicians
Albin Ekdal	1989 births, Living people, Swedish footballers, Sportspeople from Stockholm
Fabian Nürnberger	Living people, 1999 births, German footballers
Maximiliano Richeze	1983 births, Living people, Argentine sportspeople, Cyclists
Suk Hyun-jun	1991 births, Living people, South Korean footballers
Dušan Vlahović	2000 births, Living people, People from Belgrade, Serbian footballers
Südwestpfalz	Districts of Rhineland-Palatinate
John Forslund	1962 births, Living people, American television presenters, Sportspeople from Massachusetts, People from Springfield, Massachusetts
Irina Kirichenko	1937 births, 2020 deaths, Soviet sportspeople, Cyclists
Del Shofner	1934 births, 2020 deaths, American football wide receivers, Los Angeles Rams players, New York Giants players, Sportspeople from Texas
Mubashir Hassan	1922 births, 2020 deaths, Pakistani politicians
Gerard du Prie	1937 births, 2020 deaths, Sportspeople from North Holland
Giwi Margwelaschwili	1927 births, 2020 deaths, German philosophers, German poets, Writers from Georgia (country), Writers from Berlin
Filippos Petsalnikos	1950 births, 2020 deaths, Deaths from leukemia, Speakers of the Hellenic Parliament
Mart Ummelas	1953 births, Television producers, Journalists, People from Tallinn, 2020 deaths
Yang Mu	1940 births, 2020 deaths, Taiwanese people, Poets, Critics, Essayists
Dana Zátopková	1922 births, 2020 deaths, Czech sportspeople, Olympic gold medalists
Nestor Forster	1963 births, Living people, Ambassadors to the United States, Brazilian politicians
Jack Howarth	1896 births, 1984 deaths, Members of the Order of the British Empire
Steven Soderbergh	Academy Award winning directors, Emmy Award winning directors, Satellite Award winners, 1963 births, Living people, American atheists, American cinematographers, American movie producers, American movie directors, American screenwriters, American photographers, American movie actors, Actors from Atlanta, Georgia, Writers from Atlanta, Georgia, Businesspeople from Atlanta, Georgia, Actors from Louisiana, Writers from Louisiana, Businesspeople from Louisiana, People from Baton Rouge, Louisiana
Mar-a-Lago	Buildings and structures in Florida, Donald Trump
Alejandro Betts	1947 births, 2020 deaths, Argentine writers, Argentine politicians, Historians, Political activists
Gustavo Bebianno	1964 births, 2020 deaths, Deaths from myocardial infarction, Brazilian politicians, Brazilian lawyers, People from Rio de Janeiro
Eva Pilarová	1939 births, 2020 deaths, People from Brno, Czech entertainers, Czech writers, Songwriters
Hankou railway station	Railway stations in Asia, 1990s establishments in China
Attilio Fontana	1952 births, Living people, Mayors, Italian politicians
Luca Lotti	1982 births, Living people, Italian politicians
Patrick Cutrone	1998 births, Living people, Italian footballers, Sportspeople from Lombardy, People from Como
Germán Pezzella	1991 births, Living people, Argentine footballers
Loma Rica, California	Census-designated places in California, Settlements in Yuba County, California
La Riviera, California	Census-designated places in California, Settlements in Sacramento County, California
Woodlawn Park, Oklahoma	Towns in Oklahoma
Citrus Heights, California	Cities in California, Settlements in Sacramento County, California
Capture the Flag	Games, Team sports
Feminist therapy	Feminism
Daphne Oxenford	1919 births, 2012 deaths, English radio actors, English television actors, People from London
Mass hysteria	Symptoms, Psychology
Christine Hargreaves	1939 births, 1984 deaths, English television actors, Actors from Greater Manchester, People from Salford, Greater Manchester, Deaths from brain cancer, Alumni of the Royal Academy of Dramatic Art
Peter Adamson (actor)	1930 births, 2002 deaths, Actors from Liverpool, English stage actors, English television actors, People acquitted of sex crimes, Deaths from stomach cancer, Cancer deaths in England
Susan Jameson	1941 births, English actors, Living people
Junior Eurovision Song Contest 2015	2015 in Europe, 2015 in music, Bulgarian culture, Junior Eurovision Song Contest
Apple Valley, California	Towns in California, Settlements in San Bernardino County, California
Lakeview, California	Census-designated places in California, Settlements in Riverside County, California
Crestmore Heights, California	Census-designated places in California, Settlements in Riverside County, California
Budi Karya Sumadi	1956 births, Living people, Architects, Indonesian politicians
Mödling District	Districts of Lower Austria
Anna Ascani	1987 births, Living people, Italian politicians, Umbria
Pierpaolo Sileri	1972 births, Living people, Italian academics, Italian physicians, Politicians from Rome
Pizza roll	Pizza
Frank Pemberton	1914 births, 1971 deaths, English television actors, Deaths from stroke
Patricia Shakesby	1942 births, Living people, English television actors, Actors from Yorkshire, East Riding of Yorkshire
Engen, Germany	Konstanz (district)
Zhang Qun	1889 births, 1990 deaths, Centenarians, Chinese politicians, ROC politicians
James Burrows	1991 births, English television actors, English movie actors, People from Derby, Actors from Derbyshire, Living people
Anne Cunningham	1937 births, Living people, English television actors, Actors from Leeds
Lucy-Jo Hudson	1983 births, Living people, English television actors, English movie actors
Randomized controlled trial	Experiments, Pharmacology, Medicine
Rems-Murr-Kreis	Districts of Baden-Württemberg
Humboldt Hill, California	Census-designated places in California, Settlements in Humboldt County, California
Berry Creek, California	Census-designated places in California, Settlements in Butte County, California
Carter County, Kentucky	1830s establishments in Kentucky, 1838 establishments in the United States, Kentucky counties
South Oroville, California	Census-designated places in California, Settlements in Butte County, California
Palermo, California	Census-designated places in California, Settlements in Butte County, California
Women's association football	Women's football
Foolish (song)	2002 songs
Ebrahim Abarghouei	1985 births, Iranian footballers, Living people, Persian Gulf Pro League players
Hossein Abarghouei	1997 births, Living people, Iranian footballers, Sportspeople from Tehran
Alireza Abbasfard	1981 births, Living people, Sportspeople from Tehran, Iranian footballers, Persian Gulf Pro League players
Aram Abbasi	1994 births, Living people, Iranian footballers
Miesbach (district)	Districts of Bavaria, Miesbach (district)
Mohammadreza Abbasi	1996 births, Association football midfielders, Iranian footballers, Living people
Miltenberg (district)	Districts of Bavaria
Moein Abbasian	1989 births, Iranian footballers, Living people
Yazdan Abbasian	1992 births, Living people, Association football forwards, Iranian footballers
Mohammad Abbaszadeh	1990 births, Living people, Iranian footballers, Persian Gulf Pro League players, Azadegan League players, Sanat Sari players, Nassaji Mazandaran players, Persepolis F.C. players, Rah Ahan players, People from Mazandaran Province, Association football forwards, People from Qaem Shahr
Mühldorf (district)	Districts of Bavaria, Mühldorf (district)
Bahador Abdi	1984 births, Iranian footballers, Persian Gulf Pro League players, Persepolis F.C. players, Sportspeople from Tehran, Living people
Ehsan Abdi	1986 births, Iranian footballers, Sportspeople from Tehran, Living people
Hossein Abdi	1967 births, Living people, Sportspeople from Tehran, Iranian footballers, Iranian football managers, Persepolis F.C. players, Association football midfielders, Azadegan League players
Neckar-Odenwald	Districts of Baden-Württemberg
Jalal Abdi	1993 births, Iranian footballers, Living people, Association football defenders
Mehdi Abdi	Iranian footballers, Persepolis F.C. players, 1998 births, Association football forwards, Living people
Neuburg-Schrobenhausen	Districts of Bavaria, Rural Districts in Upper Bavaria
Neumarkt (district)	Districts of Bavaria
Reza Abdi (footballer, born 1996)	1996 births, Iranian footballers, Association football forwards, Tractor S.C. players, Sportspeople from Tabriz, Living people
Nasrollah Abdollahi	Iranian footballers, Iranian football managers, Association football defenders, Iran international footballers, Rah Ahan players, Esteghlal F.C. players, 1978 FIFA World Cup players, Shahin FC players, 1951 births, Living people
